ANYO_ACADEMICO;COD_PROV;NOM_PROV;COD_MUN;NOM_MUN;COD_CENTRO;NOM_CENTRO;COD_FAMILIA;NOM_FAMILIA;COD_GRADO;NOM_GRADO;COD_CICLO;NOM_CICLO;COD_CURSO;CURSO;COD_TURNO;NOM_TURNO;NUM_GRUPOS;NUM_ALUMNOS
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GM;GRADO MEDIO;934103;OPERACIONES SUBACUÁTICAS E HIPERBÁRICAS;2CFM;SEGUNDO;1;DIURNO;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GM;GRADO MEDIO;935103;NAVEGACIÓN Y PESCA DE LITORAL;1CFM;PRIMERO;-1;OTROS;1;17
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GM;GRADO MEDIO;935103;NAVEGACIÓN Y PESCA DE LITORAL;1CFM;PRIMERO;1;DIURNO;1;20
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GM;GRADO MEDIO;935103;NAVEGACIÓN Y PESCA DE LITORAL;2CFM;SEGUNDO;-1;OTROS;1;20
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GM;GRADO MEDIO;935103;NAVEGACIÓN Y PESCA DE LITORAL;2CFM;SEGUNDO;1;DIURNO;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GM;GRADO MEDIO;937103;MANTENIMIENTO Y CONTROL DE LA MAQUINARIA DE BUQUES Y EMBARCACIONES;1CFM;PRIMERO;-1;OTROS;1;9
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GM;GRADO MEDIO;937103;MANTENIMIENTO Y CONTROL DE LA MAQUINARIA DE BUQUES Y EMBARCACIONES;1CFM;PRIMERO;1;DIURNO;1;26
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GM;GRADO MEDIO;937103;MANTENIMIENTO Y CONTROL DE LA MAQUINARIA DE BUQUES Y EMBARCACIONES;2CFM;SEGUNDO;-1;OTROS;1;19
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GM;GRADO MEDIO;937103;MANTENIMIENTO Y CONTROL DE LA MAQUINARIA DE BUQUES Y EMBARCACIONES;2CFM;SEGUNDO;1;DIURNO;1;2
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GS;GRADO SUPERIOR;903104;TRANSPORTE MARÍTIMO Y PESCA DE ALTURA;1CFS;PRIMERO;-1;OTROS;1;19
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GS;GRADO SUPERIOR;903104;TRANSPORTE MARÍTIMO Y PESCA DE ALTURA;1CFS;PRIMERO;1;DIURNO;1;19
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GS;GRADO SUPERIOR;903104;TRANSPORTE MARÍTIMO Y PESCA DE ALTURA;2CFS;SEGUNDO;-1;OTROS;1;33
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GS;GRADO SUPERIOR;936104;ORGANIZACIÓN DEL MANTENIMIENTO DE  MAQUINARIA DE BUQUES Y EMBARCACIONES;1CFS;PRIMERO;-1;OTROS;2;14
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GS;GRADO SUPERIOR;936104;ORGANIZACIÓN DEL MANTENIMIENTO DE  MAQUINARIA DE BUQUES Y EMBARCACIONES;1CFS;PRIMERO;1;DIURNO;1;26
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03002007;IFPS MARÍTIMO PESQUERO DEL MEDITERRÁNEO;110;MARÍTIMO PESQUERA;GS;GRADO SUPERIOR;936104;ORGANIZACIÓN DEL MANTENIMIENTO DE  MAQUINARIA DE BUQUES Y EMBARCACIONES;2CFS;SEGUNDO;-1;OTROS;1;22
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;001;ADMINISTRACIÓN Y GESTIÓN;FPB;FP BÁSICA;96210A;SERVICIOS ADMINISTRATIVOS;1CFB;PRIMERO;-1;OTROS;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;001;ADMINISTRACIÓN Y GESTIÓN;GM;GRADO MEDIO;472103;GESTIÓN ADMINISTRATIVA (LOE);1CFM;PRIMERO;1;DIURNO;2;66
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;001;ADMINISTRACIÓN Y GESTIÓN;GM;GRADO MEDIO;472103;GESTIÓN ADMINISTRATIVA (LOE);2CFM;SEGUNDO;1;DIURNO;2;48
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;020;COMERCIO Y MARKETING;GM;GRADO MEDIO;925103;ACTIVIDADES COMERCIALES;1CFM;PRIMERO;-1;OTROS;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;020;COMERCIO Y MARKETING;GM;GRADO MEDIO;925103;ACTIVIDADES COMERCIALES;1CFM;PRIMERO;1;DIURNO;2;64
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;020;COMERCIO Y MARKETING;GM;GRADO MEDIO;925103;ACTIVIDADES COMERCIALES;2CFM;SEGUNDO;1;DIURNO;2;43
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;061;SANIDAD;GM;GRADO MEDIO;372063;CUIDADOS AUXILIARES DE ENFERMERÍA;1CFM;PRIMERO;1;DIURNO;2;67
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;061;SANIDAD;GM;GRADO MEDIO;372063;CUIDADOS AUXILIARES DE ENFERMERÍA;1CFM;PRIMERO;2;VESPERTINO;1;40
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;061;SANIDAD;GM;GRADO MEDIO;372063;CUIDADOS AUXILIARES DE ENFERMERÍA;2CFM;SEGUNDO;1;DIURNO;2;63
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;190;INFORMÁTICA Y COMUNICACIONES;FPB;FP BÁSICA;97210A;INFORMÁTICA DE OFICINA;1CFB;PRIMERO;1;DIURNO;1;18
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;190;INFORMÁTICA Y COMUNICACIONES;FPB;FP BÁSICA;97210A;INFORMÁTICA DE OFICINA;2CFB;SEGUNDO;1;DIURNO;1;17
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;190;INFORMÁTICA Y COMUNICACIONES;GM;GRADO MEDIO;707103;SISTEMAS MICROINFORMÁTICOS Y REDES;1CFM;PRIMERO;1;DIURNO;1;27
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;190;INFORMÁTICA Y COMUNICACIONES;GM;GRADO MEDIO;707103;SISTEMAS MICROINFORMÁTICOS Y REDES;2CFM;SEGUNDO;1;DIURNO;1;25
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03009300;CENTRE PRIVAT FP ACADEMIA COTS;190;INFORMÁTICA Y COMUNICACIONES;GM;GRADO MEDIO;707103;SISTEMAS MICROINFORMÁTICOS Y REDES;2CFM;SEGUNDO;4;MATUTINO;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;372063;CUIDADOS AUXILIARES DE ENFERMERÍA;1CFM;PRIMERO;-1;OTROS;2;8
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;372063;CUIDADOS AUXILIARES DE ENFERMERÍA;1CFM;PRIMERO;1;DIURNO;2;4
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;372063;CUIDADOS AUXILIARES DE ENFERMERÍA;1CFM;PRIMERO;2;VESPERTINO;2;28
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;372063;CUIDADOS AUXILIARES DE ENFERMERÍA;1CFM;PRIMERO;4;MATUTINO;1;26
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;372063;CUIDADOS AUXILIARES DE ENFERMERÍA;2CFM;SEGUNDO;-1;OTROS;2;43
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;372063;CUIDADOS AUXILIARES DE ENFERMERÍA;2CFM;SEGUNDO;1;DIURNO;1;2
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;709103;EMERGENCIAS SANITARIAS;1CFM;PRIMERO;-1;OTROS;1;20
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;709103;EMERGENCIAS SANITARIAS;1CFM;PRIMERO;1;DIURNO;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;709103;EMERGENCIAS SANITARIAS;1CFM;PRIMERO;2;VESPERTINO;1;5
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;709103;EMERGENCIAS SANITARIAS;2CFM;SEGUNDO;-1;OTROS;1;12
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;710103;FARMACIA Y PARAFARMACIA;1CFM;PRIMERO;-1;OTROS;2;9
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;710103;FARMACIA Y PARAFARMACIA;1CFM;PRIMERO;1;DIURNO;2;16
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;710103;FARMACIA Y PARAFARMACIA;1CFM;PRIMERO;2;VESPERTINO;1;32
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;710103;FARMACIA Y PARAFARMACIA;1CFM;PRIMERO;4;MATUTINO;1;17
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;710103;FARMACIA Y PARAFARMACIA;2CFM;SEGUNDO;-1;OTROS;2;54
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;710103;FARMACIA Y PARAFARMACIA;2CFM;SEGUNDO;1;DIURNO;1;3
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GM;GRADO MEDIO;710103;FARMACIA Y PARAFARMACIA;2CFM;SEGUNDO;2;VESPERTINO;1;2
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GS;GRADO SUPERIOR;977104;LABORATORIO CLÍNICO Y BIOMÉDICO;1CFS;PRIMERO;-1;OTROS;1;8
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GS;GRADO SUPERIOR;977104;LABORATORIO CLÍNICO Y BIOMÉDICO;1CFS;PRIMERO;1;DIURNO;1;9
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GS;GRADO SUPERIOR;977104;LABORATORIO CLÍNICO Y BIOMÉDICO;1CFS;PRIMERO;2;VESPERTINO;1;17
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GS;GRADO SUPERIOR;977104;LABORATORIO CLÍNICO Y BIOMÉDICO;2CFS;SEGUNDO;-1;OTROS;1;27
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010041;CENTRE PRIVAT FP CRUZ ROJA ESPAÑOLA;061;SANIDAD;GS;GRADO SUPERIOR;977104;LABORATORIO CLÍNICO Y BIOMÉDICO;2CFS;SEGUNDO;1;DIURNO;1;2
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;003;AGRARIA;FPB;FP BÁSICA;95310A;AGRO-JARDINERÍA Y COMPOSICIONES FLORALES;1CFB;PRIMERO;-1;OTROS;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;003;AGRARIA;FPB;FP BÁSICA;95310A;AGRO-JARDINERÍA Y COMPOSICIONES FLORALES;1CFB;PRIMERO;1;DIURNO;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;003;AGRARIA;FPB;FP BÁSICA;95310A;AGRO-JARDINERÍA Y COMPOSICIONES FLORALES;1CFB;PRIMERO;2;VESPERTINO;1;17
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;003;AGRARIA;FPB;FP BÁSICA;95310A;AGRO-JARDINERÍA Y COMPOSICIONES FLORALES;2CFB;SEGUNDO;-1;OTROS;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;003;AGRARIA;FPB;FP BÁSICA;95310A;AGRO-JARDINERÍA Y COMPOSICIONES FLORALES;2CFB;SEGUNDO;2;VESPERTINO;1;8
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;003;AGRARIA;GM;GRADO MEDIO;858103;JARDINERÍA Y FLORISTERÍA;1CFM;PRIMERO;1;DIURNO;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;003;AGRARIA;GM;GRADO MEDIO;858103;JARDINERÍA Y FLORISTERÍA;1CFM;PRIMERO;2;VESPERTINO;1;21
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;003;AGRARIA;GM;GRADO MEDIO;858103;JARDINERÍA Y FLORISTERÍA;2CFM;SEGUNDO;2;VESPERTINO;1;7
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;039;HOSTELERÍA Y TURISMO;FPB;FP BÁSICA;99310A;ACTIVIDADES DE PANADERÍA Y PASTELERÍA;1CFB;PRIMERO;-1;OTROS;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;039;HOSTELERÍA Y TURISMO;FPB;FP BÁSICA;99310A;ACTIVIDADES DE PANADERÍA Y PASTELERÍA;1CFB;PRIMERO;1;DIURNO;1;18
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;039;HOSTELERÍA Y TURISMO;FPB;FP BÁSICA;99310A;ACTIVIDADES DE PANADERÍA Y PASTELERÍA;2CFB;SEGUNDO;1;DIURNO;1;14
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;057;QUÍMICA;GM;GRADO MEDIO;929103;OPERACIONES DE LABORATORIO;1CFM;PRIMERO;1;DIURNO;1;32
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;057;QUÍMICA;GM;GRADO MEDIO;929103;OPERACIONES DE LABORATORIO;2CFM;SEGUNDO;1;DIURNO;1;20
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;057;QUÍMICA;GS;GRADO SUPERIOR;412064;QUÍMICA AMBIENTAL;1CFS;PRIMERO;1;DIURNO;1;30
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;057;QUÍMICA;GS;GRADO SUPERIOR;412064;QUÍMICA AMBIENTAL;2CFS;SEGUNDO;2;VESPERTINO;1;8
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;057;QUÍMICA;GS;GRADO SUPERIOR;704104;LABORATORIO DE ANÁLISIS Y DE CONTROL DE CALIDAD;1CFS;PRIMERO;-1;OTROS;1;2
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;057;QUÍMICA;GS;GRADO SUPERIOR;704104;LABORATORIO DE ANÁLISIS Y DE CONTROL DE CALIDAD;1CFS;PRIMERO;1;DIURNO;1;34
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;057;QUÍMICA;GS;GRADO SUPERIOR;704104;LABORATORIO DE ANÁLISIS Y DE CONTROL DE CALIDAD;2CFS;SEGUNDO;1;DIURNO;1;25
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;057;QUÍMICA;GS;GRADO SUPERIOR;980104;FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, BIOTECNOLÓGICOS Y AFINES;1CFS;PRIMERO;-1;OTROS;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;057;QUÍMICA;GS;GRADO SUPERIOR;980104;FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, BIOTECNOLÓGICOS Y AFINES;1CFS;PRIMERO;1;DIURNO;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;057;QUÍMICA;GS;GRADO SUPERIOR;980104;FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, BIOTECNOLÓGICOS Y AFINES;1CFS;PRIMERO;2;VESPERTINO;1;29
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;142;INDUSTRIAS ALIMENTARIAS;GM;GRADO MEDIO;703103;PANADERÍA, REPOSTERÍA Y CONFITERÍA;1CFM;PRIMERO;-1;OTROS;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;142;INDUSTRIAS ALIMENTARIAS;GM;GRADO MEDIO;703103;PANADERÍA, REPOSTERÍA Y CONFITERÍA;1CFM;PRIMERO;1;DIURNO;2;34
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;142;INDUSTRIAS ALIMENTARIAS;GM;GRADO MEDIO;703103;PANADERÍA, REPOSTERÍA Y CONFITERÍA;1CFM;PRIMERO;2;VESPERTINO;1;33
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;142;INDUSTRIAS ALIMENTARIAS;GM;GRADO MEDIO;703103;PANADERÍA, REPOSTERÍA Y CONFITERÍA;2CFM;SEGUNDO;-1;OTROS;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;142;INDUSTRIAS ALIMENTARIAS;GM;GRADO MEDIO;703103;PANADERÍA, REPOSTERÍA Y CONFITERÍA;2CFM;SEGUNDO;1;DIURNO;2;24
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;142;INDUSTRIAS ALIMENTARIAS;GM;GRADO MEDIO;703103;PANADERÍA, REPOSTERÍA Y CONFITERÍA;2CFM;SEGUNDO;2;VESPERTINO;1;14
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;142;INDUSTRIAS ALIMENTARIAS;GM;GRADO MEDIO;703103;PANADERÍA, REPOSTERÍA Y CONFITERÍA;2CFM;SEGUNDO;4;MATUTINO;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;142;INDUSTRIAS ALIMENTARIAS;GS;GRADO SUPERIOR;838104;PROCESOS Y CALIDAD EN LA INDUSTRIA ALIMENTARIA;1CFS;PRIMERO;-1;OTROS;1;3
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;142;INDUSTRIAS ALIMENTARIAS;GS;GRADO SUPERIOR;838104;PROCESOS Y CALIDAD EN LA INDUSTRIA ALIMENTARIA;1CFS;PRIMERO;1;DIURNO;1;29
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010119;IES VIRGEN DEL REMEDIO;142;INDUSTRIAS ALIMENTARIAS;GS;GRADO SUPERIOR;838104;PROCESOS Y CALIDAD EN LA INDUSTRIA ALIMENTARIA;2CFS;SEGUNDO;1;DIURNO;1;20
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010120;IES LEONARDO DA VINCI;001;ADMINISTRACIÓN Y GESTIÓN;FPB;FP BÁSICA;96210A;SERVICIOS ADMINISTRATIVOS;1CFB;PRIMERO;1;DIURNO;1;12
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010120;IES LEONARDO DA VINCI;001;ADMINISTRACIÓN Y GESTIÓN;FPB;FP BÁSICA;96210A;SERVICIOS ADMINISTRATIVOS;1CFB;PRIMERO;4;MATUTINO;1;6
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010120;IES LEONARDO DA VINCI;001;ADMINISTRACIÓN Y GESTIÓN;FPB;FP BÁSICA;96210A;SERVICIOS ADMINISTRATIVOS;2CFB;SEGUNDO;4;MATUTINO;1;9
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010120;IES LEONARDO DA VINCI;001;ADMINISTRACIÓN Y GESTIÓN;GM;GRADO MEDIO;472103;GESTIÓN ADMINISTRATIVA (LOE);1CFM;PRIMERO;1;DIURNO;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010120;IES LEONARDO DA VINCI;001;ADMINISTRACIÓN Y GESTIÓN;GM;GRADO MEDIO;472103;GESTIÓN ADMINISTRATIVA (LOE);1CFM;PRIMERO;4;MATUTINO;1;30
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010120;IES LEONARDO DA VINCI;001;ADMINISTRACIÓN Y GESTIÓN;GM;GRADO MEDIO;472103;GESTIÓN ADMINISTRATIVA (LOE);2CFM;SEGUNDO;4;MATUTINO;1;14
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010120;IES LEONARDO DA VINCI;001;ADMINISTRACIÓN Y GESTIÓN;GS;GRADO SUPERIOR;441104;ADMINISTRACIÓN Y FINANZAS (LOE);1CFS;PRIMERO;4;MATUTINO;1;32
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010120;IES LEONARDO DA VINCI;001;ADMINISTRACIÓN Y GESTIÓN;GS;GRADO SUPERIOR;441104;ADMINISTRACIÓN Y FINANZAS (LOE);2CFS;SEGUNDO;1;DIURNO;1;1
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010120;IES LEONARDO DA VINCI;001;ADMINISTRACIÓN Y GESTIÓN;GS;GRADO SUPERIOR;441104;ADMINISTRACIÓN Y FINANZAS (LOE);2CFS;SEGUNDO;4;MATUTINO;1;25
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010120;IES LEONARDO DA VINCI;061;SANIDAD;GM;GRADO MEDIO;372063;CUIDADOS AUXILIARES DE ENFERMERÍA;1CFM;PRIMERO;2;VESPERTINO;1;30
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010120;IES LEONARDO DA VINCI;061;SANIDAD;GM;GRADO MEDIO;372063;CUIDADOS AUXILIARES DE ENFERMERÍA;1CFM;PRIMERO;4;MATUTINO;1;32
2019;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010120;IES LEONARDO DA VINCI;061;SANIDAD;GM;GRADO MEDIO;372063;CUIDADOS AUXILIARES DE ENFERMERÍA;2CFM;SEGUNDO;1;DIURNO;1;1
