CURSO_ACAD;COD_PROV;NOM_PROV;COD_MUN;NOM_MUN;COD_FPA;NOM_FPA;COD_PROGRAMA;DESC_PROGRAMA;COD_NIVEL;DESC_NIVEL;COD_TURNO;DESC_TURNO;NUM_GRUPOS;NUM_ALUMNOS
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;A0010;CICLO I;A0011;NIVEL 1;2;VESPERTINO;1;10
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;A0010;CICLO I;A0012;NIVEL 2;2;VESPERTINO;1;18
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;A0010;CICLO I;A0014;NIVEL 3;1;DIURNO;1;2
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;A0010;CICLO I;A0014;NIVEL 3;2;VESPERTINO;1;30
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;A0020;CICLO II;A0022;GES 1;1;DIURNO;1;27
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;A0020;CICLO II;A0022;GES 1;2;VESPERTINO;2;10
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;A0020;CICLO II;A0022;GES 1;3;NOCTURNO;2;7
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;A0020;CICLO II;A0024;GES 2;-1;OTROS;1;1
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;A0020;CICLO II;A0024;GES 2;1;DIURNO;2;42
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;A0020;CICLO II;A0024;GES 2;2;VESPERTINO;2;5
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;A0020;CICLO II;A0024;GES 2;3;NOCTURNO;3;25
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;A0020;CICLO II;A0028;GES 2 - SEMIPRESENCIAL;2;VESPERTINO;1;14
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PC000;APARTADO C;PC114;CERT. CONOCIMIENTOS VALENCIANO - A2;1;DIURNO;1;1
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PC000;APARTADO C;PC114;CERT. CONOCIMIENTOS VALENCIANO - A2;2;VESPERTINO;3;57
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PC000;APARTADO C;PC114;CERT. CONOCIMIENTOS VALENCIANO - A2;4;MATUTINO;1;1
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PC000;APARTADO C;PC116;CERT. CONOCIMIENTOS VALENCIANO - B2;-1;OTROS;1;2
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PC000;APARTADO C;PC116;CERT. CONOCIMIENTOS VALENCIANO - B2;2;VESPERTINO;2;65
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PC000;APARTADO C;PC124;CERT. CONOCIMIENTOS VALENCIANO - C2 ORAL;-1;OTROS;1;2
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PC000;APARTADO C;PC124;CERT. CONOCIMIENTOS VALENCIANO - C2 ORAL;2;VESPERTINO;1;34
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PD000;APARTADO D;PD052;ACCESO UNIV. MAYORES 25 AÑOS (D - CCSS Y JUR. SÍ MAT);2;VESPERTINO;1;32
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE092;INGLÉS A1;-1;OTROS;2;2
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE092;INGLÉS A1;1;DIURNO;2;61
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE092;INGLÉS A1;2;VESPERTINO;5;107
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE092;INGLÉS A1;4;MATUTINO;1;1
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE093;INGLÉS A2;-1;OTROS;2;2
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE093;INGLÉS A2;1;DIURNO;2;24
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE093;INGLÉS A2;2;VESPERTINO;6;137
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE094;INGLÉS B1 (PREPARACIÓN);2;VESPERTINO;1;34
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE095;FRANCÉS A1;-1;OTROS;1;1
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE095;FRANCÉS A1;1;DIURNO;1;1
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE095;FRANCÉS A1;2;VESPERTINO;2;50
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE096;FRANCÉS A2;2;VESPERTINO;2;53
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE104;COMPETENCIA DIGITAL - NIVEL 1;-1;OTROS;1;1
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE104;COMPETENCIA DIGITAL - NIVEL 1;1;DIURNO;2;25
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE104;COMPETENCIA DIGITAL - NIVEL 1;2;VESPERTINO;2;47
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE112;CASTELLANO LE - A1 MÍNIMO;2;VESPERTINO;2;28
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PE000;APARTADO E;PE113;CASTELLANO LE - A2 MÍNIMO;2;VESPERTINO;1;2
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PG000;APARTADO G;PG002;COMPETENCIAS CLAVE - NIVEL 2;1;DIURNO;2;20
2019-2020;03;ALICANTE/ALACANT;03009;ALCOI/ALCOY;03010855;CENTRE PÚBLIC FPA OROSIA SILVESTRE;PG000;APARTADO G;PG003;COMPETENCIAS CLAVE - NIVEL 3;2;VESPERTINO;1;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0010;CICLO I;A0011;NIVEL 1;1;DIURNO;1;18
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0010;CICLO I;A0012;NIVEL 2;1;DIURNO;1;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0010;CICLO I;A0012;NIVEL 2;2;VESPERTINO;1;19
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0010;CICLO I;A0014;NIVEL 3;1;DIURNO;1;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0010;CICLO I;A0014;NIVEL 3;2;VESPERTINO;2;16
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0010;CICLO I;A0014;NIVEL 3;4;MATUTINO;1;28
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0020;CICLO II;A0022;GES 1;1;DIURNO;1;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0020;CICLO II;A0022;GES 1;2;VESPERTINO;1;18
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0020;CICLO II;A0022;GES 1;3;NOCTURNO;1;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0020;CICLO II;A0022;GES 1;4;MATUTINO;2;35
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0020;CICLO II;A0024;GES 2;1;DIURNO;1;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0020;CICLO II;A0024;GES 2;2;VESPERTINO;2;42
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0020;CICLO II;A0024;GES 2;4;MATUTINO;3;47
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0020;CICLO II;A0026;GES 1 - SEMIPRESENCIAL;1;DIURNO;1;20
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0020;CICLO II;A0026;GES 1 - SEMIPRESENCIAL;2;VESPERTINO;1;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0020;CICLO II;A0026;GES 1 - SEMIPRESENCIAL;4;MATUTINO;1;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0020;CICLO II;A0028;GES 2 - SEMIPRESENCIAL;1;DIURNO;1;22
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;A0020;CICLO II;A0028;GES 2 - SEMIPRESENCIAL;2;VESPERTINO;1;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PC000;APARTADO C;PC119;CERT. CONOCIMIENTOS VALENCIANO - A1 ORAL;1;DIURNO;1;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PC000;APARTADO C;PC119;CERT. CONOCIMIENTOS VALENCIANO - A1 ORAL;2;VESPERTINO;1;27
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PC000;APARTADO C;PC119;CERT. CONOCIMIENTOS VALENCIANO - A1 ORAL;4;MATUTINO;1;20
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PC000;APARTADO C;PC121;CERT. CONOCIMIENTOS VALENCIANO - B1 ORAL;2;VESPERTINO;1;24
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PC000;APARTADO C;PC121;CERT. CONOCIMIENTOS VALENCIANO - B1 ORAL;4;MATUTINO;1;12
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PC000;APARTADO C;PC123;CERT. CONOCIMIENTOS VALENCIANO - C1 ORAL;1;DIURNO;1;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PC000;APARTADO C;PC123;CERT. CONOCIMIENTOS VALENCIANO - C1 ORAL;2;VESPERTINO;1;25
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PC000;APARTADO C;PC123;CERT. CONOCIMIENTOS VALENCIANO - C1 ORAL;4;MATUTINO;1;17
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD046;ACCESO UNIV. MAYORES DE 25 (COMUNES);4;MATUTINO;1;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD047;ACCESO UNIV. MAYORES DE 45;2;VESPERTINO;1;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD047;ACCESO UNIV. MAYORES DE 45;4;MATUTINO;1;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD048;ACCESO UNIV. MAYORES 25 AÑOS (A - ARTES Y HUMANIDADES);2;VESPERTINO;1;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD048;ACCESO UNIV. MAYORES 25 AÑOS (A - ARTES Y HUMANIDADES);4;MATUTINO;1;5
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD049;ACCESO UNIV. MAYORES 25 AÑOS (B - CIENCIAS);1;DIURNO;1;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD050;ACCESO UNIV. MAYORES 25 AÑOS (C - CIENCIAS DE LA SALUD);1;DIURNO;1;8
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD050;ACCESO UNIV. MAYORES 25 AÑOS (C - CIENCIAS DE LA SALUD);2;VESPERTINO;1;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD050;ACCESO UNIV. MAYORES 25 AÑOS (C - CIENCIAS DE LA SALUD);4;MATUTINO;2;28
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD051;ACCESO UNIV. MAYORES 25 AÑOS (D - CCSS Y JUR. NO MAT);1;DIURNO;1;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD051;ACCESO UNIV. MAYORES 25 AÑOS (D - CCSS Y JUR. NO MAT);4;MATUTINO;1;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD052;ACCESO UNIV. MAYORES 25 AÑOS (D - CCSS Y JUR. SÍ MAT);1;DIURNO;2;7
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD052;ACCESO UNIV. MAYORES 25 AÑOS (D - CCSS Y JUR. SÍ MAT);2;VESPERTINO;1;21
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PD000;APARTADO D;PD052;ACCESO UNIV. MAYORES 25 AÑOS (D - CCSS Y JUR. SÍ MAT);4;MATUTINO;3;27
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE092;INGLÉS A1;2;VESPERTINO;3;35
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE092;INGLÉS A1;4;MATUTINO;2;31
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE093;INGLÉS A2;2;VESPERTINO;3;43
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE093;INGLÉS A2;4;MATUTINO;2;37
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE094;INGLÉS B1 (PREPARACIÓN);2;VESPERTINO;2;48
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE094;INGLÉS B1 (PREPARACIÓN);4;MATUTINO;2;47
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE095;FRANCÉS A1;1;DIURNO;1;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE095;FRANCÉS A1;2;VESPERTINO;1;17
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE096;FRANCÉS A2;1;DIURNO;1;20
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE096;FRANCÉS A2;4;MATUTINO;1;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE104;COMPETENCIA DIGITAL - NIVEL 1;2;VESPERTINO;1;17
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE104;COMPETENCIA DIGITAL - NIVEL 1;4;MATUTINO;1;18
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE105;COMPETENCIA DIGITAL - NIVEL 2;2;VESPERTINO;1;17
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE105;COMPETENCIA DIGITAL - NIVEL 2;4;MATUTINO;2;35
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE112;CASTELLANO LE - A1 MÍNIMO;1;DIURNO;1;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE112;CASTELLANO LE - A1 MÍNIMO;2;VESPERTINO;1;26
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE113;CASTELLANO LE - A2 MÍNIMO;1;DIURNO;1;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PE000;APARTADO E;PE113;CASTELLANO LE - A2 MÍNIMO;4;MATUTINO;1;25
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PG000;APARTADO G;PG002;COMPETENCIAS CLAVE - NIVEL 2;1;DIURNO;2;32
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03010715;CENTRE PÚBLIC FPA PAULO FREIRE;PG000;APARTADO G;PG002;COMPETENCIAS CLAVE - NIVEL 2;2;VESPERTINO;1;9
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;A0010;CICLO I;A0011;NIVEL 1;-1;OTROS;1;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;A0010;CICLO I;A0011;NIVEL 1;2;VESPERTINO;1;17
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;A0010;CICLO I;A0014;NIVEL 3;2;VESPERTINO;1;36
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;A0020;CICLO II;A0022;GES 1;1;DIURNO;1;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;A0020;CICLO II;A0022;GES 1;4;MATUTINO;1;35
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;A0020;CICLO II;A0024;GES 2;2;VESPERTINO;2;21
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;A0020;CICLO II;A0024;GES 2;4;MATUTINO;2;28
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PC000;APARTADO C;PC114;CERT. CONOCIMIENTOS VALENCIANO - A2;2;VESPERTINO;1;32
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PC000;APARTADO C;PC116;CERT. CONOCIMIENTOS VALENCIANO - B2;2;VESPERTINO;1;29
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PC000;APARTADO C;PC117;CERT. CONOCIMIENTOS VALENCIANO - C1;1;DIURNO;1;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PC000;APARTADO C;PC117;CERT. CONOCIMIENTOS VALENCIANO - C1;2;VESPERTINO;1;23
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PC000;APARTADO C;PC117;CERT. CONOCIMIENTOS VALENCIANO - C1;4;MATUTINO;1;25
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PD000;APARTADO D;PD046;ACCESO UNIV. MAYORES DE 25 (COMUNES);2;VESPERTINO;1;29
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PE000;APARTADO E;PE092;INGLÉS A1;1;DIURNO;1;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PE000;APARTADO E;PE092;INGLÉS A1;2;VESPERTINO;1;31
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PE000;APARTADO E;PE092;INGLÉS A1;4;MATUTINO;1;28
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PE000;APARTADO E;PE093;INGLÉS A2;2;VESPERTINO;1;23
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PE000;APARTADO E;PE093;INGLÉS A2;4;MATUTINO;2;32
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PE000;APARTADO E;PE112;CASTELLANO LE - A1 MÍNIMO;2;VESPERTINO;1;25
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PE000;APARTADO E;PE113;CASTELLANO LE - A2 MÍNIMO;2;VESPERTINO;1;25
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012864;CENTRE PÚBLIC FPA BABEL;PJ000;APARTADO J;PJ348;CULTURA, PATRIMONIO Y MEMORIA HISTÓRICA - 3H;2;VESPERTINO;1;37
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012876;CENTRE PÚBLIC FPA BARRIO TÓMBOLA;A0010;CICLO I;A0012;NIVEL 2;2;VESPERTINO;1;19
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012876;CENTRE PÚBLIC FPA BARRIO TÓMBOLA;A0010;CICLO I;A0014;NIVEL 3;2;VESPERTINO;1;24
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03012876;CENTRE PÚBLIC FPA BARRIO TÓMBOLA;A0020;CICLO II;A0022;GES 1;2;VESPERTINO;1;23
