WKT,id,universidad,nomuniversidad_c,nomuniversidad_v,centro,nomcentro_c,nomcentro_v,campus,nomcampus_c,nomcampus_v,posicion_x,posicion_y,grado,nomgrado_c,nomgrado_v,area,descarea_c,descarea_v,codprovincia_orig,codprovincia,codmunicipio_orig,codmunicipio,municipio,provincia,municipio_c,municipio_v,presencialidad_c,presencialidad_v,url_grado,url_grado_v,naturaleza_c,doblegrado_c,naturaleza_v,doblegrado_v,nomespecialidad_c,nomespecialidad_v,nomitinerario_c,nomitinerario_v,tipo,nomtipo_c,nomtipo_v
"POINT (725065 4372890)","768","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062565","Facultad de Ciencias Jurídicas, Económicas y Sociales","Facultat de Ciències Jurídiques, Econòmiques i Socials","07201",Valencia,València,"725065","4372890","4314862",Máster Universitario en Prevención de Riesgos Laborales  por la UCV,Màster Universitari en Prevenció de Riscos Laborals per la UCV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Estudio semipresencial,Estudi semipresencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-ciencias-juridicas-economicas-y-sociales/master-universitario-en-prevencion-de-riesgos-laborales,https://www.ucv.es/oferta-academica/facultades/facultad-de-ciencias-juridicas-economicas-y-sociales/master-universitario-en-prevencion-de-riesgos-laborales,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (725065 4372890)","769","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062565","Facultad de Ciencias Jurídicas, Económicas y Sociales","Facultat de Ciències Jurídiques, Econòmiques i Socials","07201",Valencia,València,"725065","4372890","7000136",Doble Grado en Derecho y Grado en Administración y Dirección de Empresas  por la UCV,Doble Grau en Dret y Grau en Administració i Direcció d'Empreses per la UCV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-ciencias-juridicas-economicas-y-sociales/doble-grado-en-derecho-y-ade,https://www.ucv.es/oferta-academica/facultades/facultad-de-ciencias-juridicas-economicas-y-sociales/doble-grado-en-derecho-y-ade,Privada,Sí,Privada,Sí,,,,,GU,Universitario,Universitari
"POINT (725065 4372890)","770","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07201",Valencia,València,"725065","4372890","2502916",Graduado o Graduada en Nutrición Humana y Dietética por la UCV,Graduat o Graduada en Nutrició Humana i Dietètica per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-nutricion-humana-y-dietetica,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-nutricion-humana-y-dietetica,Privada,No,Privada,No,,,,,GU,Universitario,Universitari
"POINT (718247 4367601)","771","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07205",Torrent,Torrent,"718247","4367601","2500544",Graduado o Graduada en Podología por la UCV,Graduat o Graduada en Podologia per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","244","244",Torrent,València/Valencia,Torrent,Torrent,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-podologia,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-podologia,Privada,No,Privada,No,,,,,GU,Universitario,Universitari
"POINT (721470 4337363)","772","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07203",Alzira,Alzira,"721470","4337363","4313605",Máster Universitario en Enfermería de Urgencias y Emergencias  por la UCV,Màster Universitari en Infermeria d'Urgències i Emergències per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","017","017",Alzira,València/Valencia,Alzira,Alzira,Estudio semipresencial,Estudi semipresencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-enfermeria-de-urgencia-y-emergencia,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-enfermeria-de-urgencia-y-emergencia,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (718247 4367601)","773","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07205",Torrent,Torrent,"718247","4367601","2500161",Graduado o Graduada en Fisioterapia por la UCV,Graduat o Graduada en Fisioteràpia per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","244","244",Torrent,València/Valencia,Torrent,Torrent,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-fisioterapia,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-fisioterapia,Privada,No,Privada,No,,,,,GU,Universitario,Universitari
"POINT (718247 4367601)","774","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07205",Torrent,Torrent,"718247","4367601","4314881",Máster Universitario en Rehabilitación del Enfermo Neurológico  por la UCV,Màster Universitari en Rehabilitació del Malalt Neurològic per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","244","244",Torrent,València/Valencia,Torrent,Torrent,Estudio semipresencial,Estudi semipresencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-rehabilitacion-del-enfermo-neurologico,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-rehabilitacion-del-enfermo-neurologico,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (718247 4367601)","775","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07205",Torrent,Torrent,"718247","4367601","4314119",Máster Universitario en Podología Deportiva  por la UCV,Màster Universitari en Podologia Esportiva per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","244","244",Torrent,València/Valencia,Torrent,Torrent,Estudio semipresencial,Estudi semipresencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-podologia-deportiva,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-podologia-deportiva,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (718247 4367601)","776","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07205",Torrent,Torrent,"718247","4367601","4317884",Máster Universitario en Ejercicio Terapéutico en Rehabilitación de Lesiones Neuro-Músculo-Esqueléticas  por la UCV,Màster Universitari en Exercici Terapèutic en Rehabilitació de Lesions Neuro-Múscul-Esquelètiques  per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","244","244",Torrent,València/Valencia,Torrent,Torrent,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-ejercicio-terapeutico-en-rehabilitacion-de-lesiones-neuro-musculo-esqueleticas,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-ejercicio-terapeutico-en-rehabilitacion-de-lesiones-neuro-musculo-esqueleticas,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (718247 4367601)","777","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07205",Torrent,Torrent,"718247","4367601","7000142",Doble Grado en Podología y Grado en Enfermería  por la UCV,Doble Grau en Podologia y Grau en Infermeria per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","244","244",Torrent,València/Valencia,Torrent,Torrent,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/dobles-titulaciones/podologia-enfermeria/la-titulacion,https://www.ucv.es/oferta-academica/dobles-titulaciones/podologia-enfermeria/la-titulacion,Privada,Sí,Privada,Sí,,,,,GU,Universitario,Universitari
"POINT (718247 4367601)","778","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07205",Torrent,Torrent,"718247","4367601","7000143",Doble Grado en Podología y Grado en Fisioterapia  por la UCV,Doble Grau en Podologia y Grau en Fisioterapia per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","244","244",Torrent,València/Valencia,Torrent,Torrent,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/dobles-titulaciones/podologia-fisioterapia/la-titulacion,https://www.ucv.es/oferta-academica/dobles-titulaciones/podologia-fisioterapia/la-titulacion,Privada,Sí,Privada,Sí,,,,,GU,Universitario,Universitari
"POINT (725065 4372890)","779","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07201",Valencia,València,"725065","4372890","2500543",Graduado o Graduada en Odontología por la UCV,Graduat o Graduada en Odontologia per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-odontologia,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-odontologia,Privada,No,Privada,No,,,,,GU,Universitario,Universitari
"POINT (725065 4372890)","780","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07201",Valencia,València,"725065","4372890","4314115",Máster Universitario en Ortodoncia Integral  por la UCV,Màster Universitari en Ortodòncia Integral per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-ortodoncia-integral,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-ortodoncia-integral,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (725065 4372890)","781","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07201",Valencia,València,"725065","4372890","4314114",Máster Universitario en Odontopediatría  por la UCV,Màster Universitari en Odontopediatria per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-odontopediatria,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-odontopediatria,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (725065 4372890)","782","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07201",Valencia,València,"725065","4372890","4310079","Máster Universitario en Deterioro de la Integridad Cutánea: Úlceras, Heridas y Ostomías por la UCV","Màster Universitari en Deterioració de la Integritat Cutània: Úlceres, Ferides i Ostomies per la UCV","5",Ciencias de la Salud,Ciències de la Salut,"46","46","250","250",València,València/Valencia,València,València,Estudio semipresencial,Estudi semipresencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-deterioro-de-la-integridad-cutanea,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-deterioro-de-la-integridad-cutanea,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (725065 4372890)","783","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07201",Valencia,València,"725065","4372890","4313670",Máster Universitario en Cuidados de Enfermería Intensiva por la UCV,Màster Universitari en Cures d'Infermeria Intensiva per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","250","250",València,València/Valencia,València,València,Estudio semipresencial,Estudi semipresencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-cuidados-de-enfermeria-intensiva,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-cuidados-de-enfermeria-intensiva,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (725065 4372890)","784","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07201",Valencia,València,"725065","4372890","4313604",Máster Universitario en Cirugía Podológica de Mínima Incisión para Podólogos por la UCV,Màster Universitari en Cirurgia Podològica de Mínima Incisió per a Podòlegs per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","250","250",València,València/Valencia,València,València,Estudio semipresencial,Estudi semipresencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-cirugia-podologica-de-minima-incision-para-podologos,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-cirugia-podologica-de-minima-incision-para-podologos,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (725065 4372890)","785","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07201",Valencia,València,"725065","4372890","4314113",Máster Universitario en Cirugía e Implantología Oral por la UCV,Màster Universitari en Cirurgia i Implantologia Oral per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-cirugia-e-implantologia-oral,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-cirugia-e-implantologia-oral,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (725065 4372890)","786","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07201",Valencia,València,"725065","4372890","4310342",Máster Universitario en Bioética por la UCV,Màster Universitari en Bioètica per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","250","250",València,València/Valencia,València,València,Estudio no presencial,Estudi no presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-bioetica,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/master-universitario-en-bioetica,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (725065 4372890)","787","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07201",Valencia,València,"725065","4372890","2500542",Graduado o Graduada en Medicina por la UCV,Graduat o Graduada en Medicina per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-medicina,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-medicina,Privada,No,Privada,No,,,,,GU,Universitario,Universitari
"POINT (725065 4372890)","788","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07201",Valencia,València,"725065","4372890","2501245",Graduado o Graduada en Enfermería por la UCV,Graduat o Graduada en Infermeria per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-enfermeria,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-enfermeria,Privada,No,Privada,No,,,,,GU,Universitario,Universitari
"POINT (725065 4372890)","789","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07201",Valencia,València,"725065","4372890","7000733",Doble Grado en Nutrición Humana y Dietética y Grado en Enfermería  por la UCV,Doble Grau en Nutrició Humana i Dietètica y Grau en Infermeria per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/dobles-titulaciones/nutricion-humana-y-dietetica-enfermeria/presentacion,https://www.ucv.es/oferta-academica/dobles-titulaciones/nutricion-humana-y-dietetica-enfermeria/presentacion,Privada,Sí,Privada,Sí,,,,,GU,Universitario,Universitari
"POINT (721470 4337363)","790","072",Universidad Católica de Valencia San Vicente Mártir,Universidad Católica de Valencia San Vicente Mártir,"46062577",Facultad de Medicina y Ciencias de la Salud,Facultat de Medicina i Ciències de la Salut,"07203",Alzira,Alzira,"721470","4337363","2501245",Graduado o Graduada en Enfermería por la UCV,Graduat o Graduada en Infermeria per la UCV,"5",Ciencias de la Salud,Ciències de la Salut,"46","46","017","017",Alzira,València/Valencia,Alzira,Alzira,Estudio presencial,Estudi presencial,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-enfermeria,https://www.ucv.es/oferta-academica/facultades/facultad-de-medicina-y-ciencias-de-la-salud/grado-en-enfermeria,Privada,No,Privada,No,,,,,GU,Universitario,Universitari
"POINT (726644 4372863)","791","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","7001022",Doble Grado en Administración y Dirección de Empresas y en Marketing por la UEV,Doble Grau en Ad. i Direcció d'Empreses i Marketing per la UEV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://universidadeuropea.com/doble-grado-direccion-empresas-marketing-valencia/,https://universidadeuropea.com/doble-grado-direccion-empresas-marketing-valencia/,Privada,Sí,Privada,Sí,,,,,GU,Universitario,Universitari
"POINT (726644 4372863)","792","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","4317831",Máster Universitario en Atención Temprana en el Contexto Educativo por la UEV,Màster Universitari en Atenció Temprana en el Context Educatiu per la UEV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Estudio no presencial,Estudi no presencial,https://universidadeuropea.com/master-atencion-temprana-valencia-online/,https://universidadeuropea.com/master-atencion-temprana-valencia-online/,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (726644 4372863)","793","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","4318147",Máster Universitario en Enseñanza de Inglés como Lengua Extranjera por la UEV,Màster Universitari en Aprenentage d'anglés com a Llengua Estrangera per la UEV,"1",Arte y Humanidades,Art i Humanitats,"46","46","250","250",València,València/Valencia,València,València,Estudio no presencial,Estudi no presencial,,,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (726644 4372863)","794","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","4317655",Máster Universitario en Enseñanza de Español como Lengua Extranjera - ELE por la UEV,Máster Universitari en Aprenentage d' Espanyol com a Llengua Estrangera per la UEV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Estudio no presencial,Estudi no presencial,,,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (726644 4372863)","795","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","4314192",Máster Universitario en Abogacía por la UEV,Màster Universitari en Advocacia per la UEV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Varias modalidades,Diverses modalitats,https://universidadeuropea.com/master-abogacia-valencia/,https://universidadeuropea.com/master-abogacia-valencia/,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (726644 4372863)","796","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","2503594",Grado en Administración y Dirección de Empresas por la UEV,Grau en Administració i Direcció de Empreses per la UEV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://universidadeuropea.com/grado-administracion-direccion-empresas-valencia/,https://universidadeuropea.com/grado-administracion-direccion-empresas-valencia/,Privada,No,Privada,No,,,,,GU,Universitario,Universitari
"POINT (726644 4372863)","797","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","7000572",Doble Grado en Derecho y en Relaciones Internacionales por la UEV,Doble Grau en Dret i Relacions Internacionals per la UEV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://universidadeuropea.com/doble-grado-derecho-relaciones-internacionales-valencia/,https://universidadeuropea.com/doble-grado-derecho-relaciones-internacionales-valencia/,Privada,Sí,Privada,Sí,,,,,GU,Universitario,Universitari
"POINT (726644 4372863)","798","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","7000852",Doble Grado en Derecho y en Administración y Dirección de Empresas por la UEV,Doble Grau en Dret i Adm. i Direcció d'Empreses per la UEV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,,,Privada,Sí,Privada,Sí,,,,,GU,Universitario,Universitari
"POINT (726644 4372863)","799","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","7000945",Doble Grado en Criminología y en Derecho por la UEV,Doble Grau en Crimonologia i Dret per la UEV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://universidadeuropea.com/doble-grado-criminologia-derecho-valencia/,https://universidadeuropea.com/doble-grado-criminologia-derecho-valencia/,Privada,Sí,Privada,Sí,,,,,GU,Universitario,Universitari
"POINT (726644 4372863)","800","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","7000660",Doble Grado en Criminología y en Psicología por la UEV,Doble Grau en Criminologia i Psicologia per la UEV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://universidadeuropea.com/doble-grado-criminologia-psicologia-valencia/,https://universidadeuropea.com/doble-grado-criminologia-psicologia-valencia/,Privada,Sí,Privada,Sí,,,,,GU,Universitario,Universitari
"POINT (726644 4372863)","801","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","4317636",Máster Universitario en Docencia Universitaria por la UEV,Màster Universitari en Docència Universitària per la UEV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Estudio no presencial,Estudi no presencial,https://universidadeuropea.com/master-docencia-universitaria-valencia-online/,https://universidadeuropea.com/master-docencia-universitaria-valencia-online/,Privada,No,Privada,No,,,,,MU,Universitario,Universitari
"POINT (726644 4372863)","802","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","2502875",Grado en Traducción y Comunicación Intercultural por la UEV,Grau en Traducció i Comunicació Intercultural per la UEV,"1",Arte y Humanidades,Art i Humanitats,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://universidadeuropea.com/grado-traduccion-valencia/,https://universidadeuropea.com/grado-traduccion-valencia/,Privada,No,Privada,No,,,,,GU,Universitario,Universitari
"POINT (726644 4372863)","803","082",Universidad Europea de Valencia,Universidad Europea de Valencia,"46061721",Facultad de Ciencias Sociales,Facultat Ciències Socials,"08201",Campus Universidad Europea de Valencia,Campus Universitat Europea de València,"726644","4372863","2502872",Grado en Relaciones Internacionales por la UEV,Grau en Relacions Internacionals per la UEV,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"46","46","250","250",València,València/Valencia,València,València,Estudio presencial,Estudi presencial,https://universidadeuropea.com/en/degree-international-relations-valencia/,https://universidadeuropea.com/en/degree-international-relations-valencia/,Privada,No,Privada,No,,,,,GU,Universitario,Universitari
