WKT,id,universidad,nomuniversidad_c,nomuniversidad_v,centro,nomcentro_c,nomcentro_v,campus,nomcampus_c,nomcampus_v,posicion_x,posicion_y,grado,nomgrado_c,nomgrado_v,area,descarea_c,descarea_v,codprovincia_orig,codprovincia,codmunicipio_orig,codmunicipio,municipio,provincia,municipio_c,municipio_v,presencialidad_c,presencialidad_v,url_grado,url_grado_v,naturaleza_c,doblegrado_c,naturaleza_v,doblegrado_v,nomespecialidad_c,nomespecialidad_v,nomitinerario_c,nomitinerario_v,tipo,nomtipo_c,nomtipo_v
"POINT (717130 4251418)","1","001",Universitat d'Alacant,Universitat d'Alacant,"03009464",Facultad de Educación,Facultat d'Educació,"00101",Alicante,Alacant,"717130","4251418","4310484",Máster Universitario en Investigación Educativa por la UA,Màster Universitari en Investigació Educativa per la UA,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/investigacion-educativa/,https://web.ua.es/va/masteres/investigacion-educativa/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","2","001",Universitat d'Alacant,Universitat d'Alacant,"03009464",Facultad de Educación,Facultat d'Educació,"00101",Alicante,Alacant,"717130","4251418","2502199",Grado en Ciencias de la Actividad Física y del Deporte por la Universidad de Alicante,Grau en Ciències de l'Activitat Física i l'Esport per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-ciencias-de-la-actividad-fisica-y-del-deporte/,https://web.ua.es/va/grados/grado-en-ciencias-de-la-actividad-fisica-y-del-deporte/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","3","001",Universitat d'Alacant,Universitat d'Alacant,"03009464",Facultad de Educación,Facultat d'Educació,"00101",Alicante,Alacant,"717130","4251418","4310483","Máster Universitario en Profesorado de Educación Secundaria Obligatoria y Bachillerato, Formación Profesional y Enseñanza de Idiomas por la UA","Màster Universitari en Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes per la UA","3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/profesorado-de-educacion-secundaria-obligatoria-y-bachillerato-formacion-profesional-y-ensenyanza-de-idiomas/,https://web.ua.es/va/masteres/profesorado-de-educacion-secundaria-obligatoria-y-bachillerato-formacion-profesional-y-ensenyanza-de-idiomas/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","4","001",Universitat d'Alacant,Universitat d'Alacant,"03009464",Facultad de Educación,Facultat d'Educació,"00101",Alicante,Alacant,"717130","4251418","2502200",Grado en Maestro en Educación Infantil por la Universidad de Alicante,Grau en Mestre en Educació Infantil per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-maestro-en-educacion-infantil/,https://web.ua.es/va/grados/grado-en-maestro-en-educacion-infantil/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (719398 4286192)","5","001",Universitat d'Alacant,Universitat d'Alacant,"03009464",Facultad de Educación,Facultat d'Educació,"00103",Alcoy,Alcoi,"719398","4286192","2502200",Grado en Maestro en Educación Infantil por la Universidad de Alicante,Grau en Mestre en Educació Infantil per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","009","009",Alcoi/Alcoy,Alacant/Alicante,Alcoy,Alcoi,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-maestro-en-educacion-infantil/,https://web.ua.es/va/grados/grado-en-maestro-en-educacion-infantil/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","6","001",Universitat d'Alacant,Universitat d'Alacant,"03009464",Facultad de Educación,Facultat d'Educació,"00101",Alicante,Alacant,"717130","4251418","2502201",Grado en Maestro en Educación Primaria por la Universidad de Alicante,Grau en Mestre en Educació Primària per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-maestro-en-educacion-primaria/,https://web.ua.es/va/grados/grado-en-maestro-en-educacion-primaria/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","7","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","4311949",Máster Universitario en Inglés y Español para Fines Específicos,Màster Universitari en Inglés i Español per a Finalitats Específiques per la UA,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/ingles-y-espanol-para-fines-especificos/,https://web.ua.es/va/masteres/ingles-y-espanol-para-fines-especificos/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","8","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","4314602",Máster Universitario en Historia e Identidades en el Mediterráneo Occidental (siglos XV-XIX) por la UA,Màster Universitari en Història i Identitats en el Mediterrani Occidental (segles XV-XIX) per la UA,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio semipresencial,Estudi semipresencial,https://web.ua.es/es/masteres/historia-e-identidades-en-el-mediterraneo-occidental-s-xv-xix/,https://web.ua.es/va/masteres/historia-e-identidades-en-el-mediterraneo-occidental-s-xv-xix/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","9","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","2502406",Grado en Español: Lengua y Literaturas por la Universidad de Alicante,Grau en Espanyol: Llengua y Literatures per la Universitat d'Alacant,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-espanol-lengua-y-literaturas/,https://web.ua.es/va/grados/grado-en-espanol-lengua-y-literaturas/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","10","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","2502415",Grado en Estudios Ingleses por la Universidad de Alicante,Grau en Estudis Anglesos per la Universitat d'Alacant,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-estudios-ingleses/,https://web.ua.es/va/grados/grado-en-estudios-ingleses/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","11","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","4316097","Máster Universitario en Historia del Mundo Mediterráneo y sus Regiones. De la Prehistoria a la Edad Media  por la UA
","Màster Universitari en Història del Món Mediterrani i les seues Regions. De la Prehistòria a l'Edat mitjana per la UA
","1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio semipresencial,Estudi semipresencial,https://web.ua.es/es/masteres/historia-del-mundo-mediterraneo-y-sus-regiones-de-la-prehistoria-a-la-edad-media/,https://web.ua.es/va/masteres/historia-del-mundo-mediterraneo-y-sus-regiones-de-la-prehistoria-a-la-edad-media/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","12","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","4312833",Máster Universitario en Historia de la Europa Contemporánea: Identidades e Integración por la UA,Màster Universitari en Història de l'Europa Contemporània: Identitats i Integració per la UA,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/historia-de-la-europa-contemporanea-identidades-e-integracion/,https://web.ua.es/va/masteres/historia-de-la-europa-contemporanea-identidades-e-integracion/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","13","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","4312037",Máster Universitario en Estudios Literarios por la UA,Màster Universitari en Estudis Literaris per la UA,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/estudios-literarios/master-universitario-en-estudios-literarios.html,https://web.ua.es/va/masteres/estudios-literarios/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","14","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","2502202",Grado en Turismo por la Universidad de Alicante,Grau en Turisme per la Universitat d'Alacant per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-turismo/,https://web.ua.es/va/grados/grado-en-turismo/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","15","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","2502428",Grado en Traducción e Interpretación (Francés) por la Universidad de Alicante,Grau en Traducció i Interpretació (Francés) per la Universitat d'Alacant,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-traduccion-e-interpretacion-frances/,https://web.ua.es/va/grados/grado-en-traduccion-e-interpretacion-frances/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","16","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","2502428",Grado en Traducción e Interpretación (Inglés) por la Universidad de Alicante,Grau en Traducció i Interpretació (Anglés) per la Universitat d'Alacant,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-traduccion-e-interpretacion-ingles/,https://web.ua.es/va/grados/grado-en-traduccion-e-interpretacion-ingles/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","17","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","2502428",Grado en Traducción e Interpretación (Alemán) por la Universidad de Alicante,Grau en Traducció i Interpretació (Alemany) per la Universitat d'Alacant,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-traduccion-e-interpretacion-aleman/,https://web.ua.es/va/grados/grado-en-traduccion-e-interpretacion-aleman/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","18","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","2501567",Grado en Humanidades por la Universidad de Alicante,Grau en Humanitats per la Universitat d'Alacant,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-humanidades/,https://web.ua.es/va/grados/grado-en-humanidades/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","19","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","2501566",Grado en Historia por la Universidad de Alicante,Grau en Història per la Universitat d'Alacant,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-historia/,https://web.ua.es/va/grados/grado-en-historia/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","20","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418",,Máster Universitario en Estudios Ingleses Avanzados por la UA,Màster Universitari en Estudis Anglesos Avançats per la UA,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio semipresencial,Estudi semipresencial,https://web.ua.es/es/masteres/estudios-ingleses-avanzados/,https://web.ua.es/va/masteres/estudios-ingleses-avanzados/master-universitari-en-estudis-anglesos-avancats.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","21","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","4311950","Máster Universitario en Español e Inglés como Segundas Lenguas, Lenguas Extranjeras por la UA","Màster Universitari en Español i Inglés com Segones Llengües, Llengües Estrangeres per la UA","1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/espanol-e-ingles-como-segundas-lenguas-lenguas-extranjeras/,https://web.ua.es/va/masteres/espanol-e-ingles-como-segundas-lenguas-lenguas-extranjeras/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","22","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","4312036",Máster Universitario en Desarrollo Local e Innovación Territorial por la UA,Màster Universitari en Desenvolupament Local i Innovació Territorial per la UA,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/desarrollo-local-e-innovacion-territorial/,https://web.ua.es/va/masteres/desarrollo-local-e-innovacion-territorial/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","23","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","4312035",Máster Universitario en Arqueología Profesional y Gestión Integral del Patrimonio por la UA,Màster Universitari en Arqueologia Professional i Gestió Integral del Patrimoni per la UA,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/arqueologia-profesional-y-gestion-integral-del-patrimonio/master-universitario-en-arqueologia-profesional-y-gestion-integral-del-patrimonio.html,https://web.ua.es/va/masteres/arqueologia-profesional-y-gestion-integral-del-patrimonio/master-unversitari-en-arqueologia-professsional-i-gestio-integral-del-patrimoni.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","24","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","2502421",Grado en Geografía y Ordenación del Territorio por la Universidad de Alicante,Grau en Geografia i Ordenació del Territori per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-geografia-y-ordenacion-del-territorio/,https://web.ua.es/va/grados/grado-en-geografia-y-ordenacion-del-territorio/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","25","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","2502409",Grado en Estudios Árabes e Islámicos por la Universidad de Alicante,Grau en Estudis Àrabs i Islàmics per la Universitat d'Alacant,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-estudios-arabes-e-islamicos/,https://web.ua.es/va/grados/grado-en-estudios-arabes-e-islamicos/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","26","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","2502418",Grado en Filología Catalana por la Universidad de Alicante,Grau en Filologia Catalana per la Universitat d'Alacant,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-filologia-catalana/,https://web.ua.es/va/grados/grado-en-filologia-catalana/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","27","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","2502411",Grado en Estudios Franceses por la Universidad de Alicante,Grau en Estudis Francesos per la Universitat d'Alacant,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-estudios-franceses/,https://web.ua.es/va/grados/grado-en-estudios-franceses/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","28","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","4317098",Máster Universitario en Turismo Cultural por la UA,Màster Universitari en Turisme Cultural per la UA,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio semipresencial,Estudi semipresencial,https://web.ua.es/es/masteres/turismo-cultural/,https://web.ua.es/va/masteres/turismo-cultural/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","29","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","4312039",Máster Universitario en Traducción Institucional por la UA,Màster Universitari en Traducció Institucional per la UA,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio no presencial,Estudi no presencial,https://web.ua.es/es/masteres/traduccion-institucional/,https://web.ua.es/va/masteres/traduccion-institucional/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","30","001",Universitat d'Alacant,Universitat d'Alacant,"03009579",Facultad de Filosofía y Letras,Facultat de Filosofia i Lletres,"00101",Alicante,Alacant,"717130","4251418","4312038",Máster Universitario en Planificación y Gestión de Riesgos Naturales por la UA,Màster Universitari en Planificació i Gestió de Riscos Naturals per la UA,"1",Arte y Humanidades,Art i Humanitats,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/planificacion-y-gestion-de-riesgos-naturales/,https://web.ua.es/va/masteres/planificacion-y-gestion-de-riesgos-naturales/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","31","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","2503658",Grado en Gastronomía y Artes Culinarias por la Universidad de Alicante,Grau en Gastronomia i Arts Culinàries per la Universitat d'Alacant,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-gastronomia-y-artes-culinarias/,https://web.ua.es/va/grados/grado-en-gastronomia-y-artes-culinarias/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","32","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","2502198",Grado en Óptica y Optometría por la Universidad de Alicante,Grau en Òptica i Optometria per la Universitat d'Alacant,"3",Ciencias de la Salud,Ciències de la Salut,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-optica-y-optometria/,https://web.ua.es/va/grados/grado-en-optica-y-optometria/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","33","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","2502195",Grado en Química por la Universidad de Alicante,Grau en Química per la Universitat d'Alacant,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/grados/grado-en-quimica/,https://web.ua.es/va/grados/grado-en-quimica/,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (717130 4251418)","34","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","4312042",Máster Universitario en Biomedicina por la UA,Màster Universitari en Biomedicina per la UA,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio semipresencial,Estudi semipresencial,https://web.ua.es/es/masteres/biomedicina/,https://web.ua.es/va/masteres/biomedicina/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","35","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418","4312043",Máster Universitario en Biotecnología para la Salud y Sostenibilidad por la UA,Màster Universitari en Biotecnologia per a la Salut i Sostenibilitat per la UA,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio semipresencial,Estudi semipresencial,https://web.ua.es/es/masteres/biotecnologia-para-la-salud-y-la-sostenibilidad/,https://web.ua.es/va/masteres/biotecnologia-para-la-salud-y-la-sostenibilidad/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (717130 4251418)","36","001",Universitat d'Alacant,Universitat d'Alacant,"03009580",Facultad de Ciencias,Facultat de Ciències,"00101",Alicante,Alacant,"717130","4251418",,Máster Universitario en Cálculo y Modelización Científica por la UA,Màster Universitari en Càlcul i Modelització Científica per la UA,"2",Ciencias,Ciències,"03","03","122","122",Sant Vicent del Raspeig/San Vicente del Raspeig,Alacant/Alicante,San Vicente Del Raspeig,Sant Vicent Del Raspeig,Estudio presencial,Estudi presencial,https://web.ua.es/es/masteres/calculo-y-modelizacion-cientifica/,https://web.ua.es/va/masteres/calculo-y-modelizacion-cientifica/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
