ANYO_ACADEMICO;COD_PROV;NOM_PROV;COD_MUN;NOM_MUN;COD_CONSER;NOM_CONSER;COD_GRADO;DESC_GRADO;CURSO;ESPECIALIDAD;MATRICULADOS
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;E;ENSEÑANZA ELEMENTAL DANZA;3º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;1
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;E;ENSEÑANZA ELEMENTAL DANZA;4º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;7
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;5
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;5
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;4
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;8
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;4
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;2
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;3º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;5
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;3º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;2
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;6
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;4
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;1
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;3
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;6
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;4
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;2
2022-2023;46;VALENCIA/VALÈNCIA;46029;ALGEMESÍ;46020467;CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;3
2022-2023;46;VALENCIA/VALÈNCIA;46131;GANDIA;46024539;CENTRE ELEMENTAL DE DANSA ESCUELA TALLER DE DANZA;E;ENSEÑANZA ELEMENTAL DANZA;1º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;7
2022-2023;46;VALENCIA/VALÈNCIA;46131;GANDIA;46024539;CENTRE ELEMENTAL DE DANSA ESCUELA TALLER DE DANZA;E;ENSEÑANZA ELEMENTAL DANZA;2º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;12
2022-2023;46;VALENCIA/VALÈNCIA;46131;GANDIA;46024539;CENTRE ELEMENTAL DE DANSA ESCUELA TALLER DE DANZA;E;ENSEÑANZA ELEMENTAL DANZA;3º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;5
2022-2023;46;VALENCIA/VALÈNCIA;46131;GANDIA;46024539;CENTRE ELEMENTAL DE DANSA ESCUELA TALLER DE DANZA;E;ENSEÑANZA ELEMENTAL DANZA;4º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;2
2022-2023;46;VALENCIA/VALÈNCIA;46184;ONTINYENT;46026780;CENTRE ELEMENTAL DE DANSA ÒPERA;E;ENSEÑANZA ELEMENTAL DANZA;1º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;3
2022-2023;46;VALENCIA/VALÈNCIA;46184;ONTINYENT;46026780;CENTRE ELEMENTAL DE DANSA ÒPERA;E;ENSEÑANZA ELEMENTAL DANZA;2º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;5
2022-2023;46;VALENCIA/VALÈNCIA;46184;ONTINYENT;46026780;CENTRE ELEMENTAL DE DANSA ÒPERA;E;ENSEÑANZA ELEMENTAL DANZA;3º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;1
2022-2023;46;VALENCIA/VALÈNCIA;46184;ONTINYENT;46026780;CENTRE ELEMENTAL DE DANSA ÒPERA;E;ENSEÑANZA ELEMENTAL DANZA;4º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;1
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;E;ENSEÑANZA ELEMENTAL DANZA;1º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;25
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;E;ENSEÑANZA ELEMENTAL DANZA;2º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;24
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;E;ENSEÑANZA ELEMENTAL DANZA;3º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;18
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;E;ENSEÑANZA ELEMENTAL DANZA;4º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;19
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;8
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;9
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;15
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;3
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;3º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;12
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;3º ENSEÑANZA PROFESIONAL DANZA  ;DANZA ESPAÑOLA;9
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;8
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;11
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;9
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;6
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;12
2022-2023;46;VALENCIA/VALÈNCIA;46214;RIBA-ROJA DE TÚRIA;46020042;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;6
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;E;ENSEÑANZA ELEMENTAL DANZA;1º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;10
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;E;ENSEÑANZA ELEMENTAL DANZA;2º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;12
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;E;ENSEÑANZA ELEMENTAL DANZA;3º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;9
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;E;ENSEÑANZA ELEMENTAL DANZA;4º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;16
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;BAILE FLAMENCO;3
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;19
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;BAILE FLAMENCO;3
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;10
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;P;ENSEÑANZA PROFESIONAL DANZA;3º ENSEÑANZA PROFESIONAL DANZA;BAILE FLAMENCO;3
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;P;ENSEÑANZA PROFESIONAL DANZA;3º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;12
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;BAILE FLAMENCO;1
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;13
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;BAILE FLAMENCO;4
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;1
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46016971;CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;8
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;E;ENSEÑANZA ELEMENTAL DANZA;1º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;10
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;E;ENSEÑANZA ELEMENTAL DANZA;2º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;5
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;E;ENSEÑANZA ELEMENTAL DANZA;3º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;9
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;E;ENSEÑANZA ELEMENTAL DANZA;4º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;9
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;5
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;7
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;2
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;2
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;P;ENSEÑANZA PROFESIONAL DANZA;3º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;5
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;8
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;3
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;11
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;4
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;8
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;5
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;E;ENSEÑANZA ELEMENTAL DANZA;1º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;1
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;E;ENSEÑANZA ELEMENTAL DANZA;4º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;3
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;3
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;1
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;1
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;1
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;3º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;2
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;3º ENSEÑANZA PROFESIONAL DANZA  ;DANZA ESPAÑOLA;2
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;2
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;1
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;2
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;1
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;3
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;1
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;5
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;2
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46019957;CENTRE ELEMENTAL DE DANSA BOTÀNIC (ESPAI DE DANSA);E;ENSEÑANZA ELEMENTAL DANZA;1º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;12
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46019957;CENTRE ELEMENTAL DE DANSA BOTÀNIC (ESPAI DE DANSA);E;ENSEÑANZA ELEMENTAL DANZA;2º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;9
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46019957;CENTRE ELEMENTAL DE DANSA BOTÀNIC (ESPAI DE DANSA);E;ENSEÑANZA ELEMENTAL DANZA;3º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;5
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46019957;CENTRE ELEMENTAL DE DANSA BOTÀNIC (ESPAI DE DANSA);E;ENSEÑANZA ELEMENTAL DANZA;4º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;8
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;E;ENSEÑANZA ELEMENTAL DANZA;1º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;28
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;E;ENSEÑANZA ELEMENTAL DANZA;2º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;37
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;E;ENSEÑANZA ELEMENTAL DANZA;3º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;37
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;E;ENSEÑANZA ELEMENTAL DANZA;4º ENSEÑANZA ELEMENTAL DANZA;ENSEÑANZA ELEMENTAL DANZA;28
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;10
